MSZoning,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,YrSold,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,Slvl,Interest,Rank,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,BldgType,RoofStyle,RoofMatl,Exterior1st,MasVnrType,Foundation,Heating,Electrical,Functional,GarageType,PavedDrive,Fence,MiscFeature,SaleType,SaleCondition
0.3684143031018999,0.3654360031806497,0.1308562438218943,0.7018997558215319,-0.2162604187752995,-0.7725524696579678,-0.5072842015265535,-0.5670159496749859,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,-0.25627001685463696,1.0200284464051463,-0.28661682080359996,-0.2931300124474908,-0.9712764024743884,-0.02672986883267818,0.88561932696963,0.2682898329182469,-0.3048260807185715,-0.7850250438866518,-0.10119701650206231,-0.9106567376091039,0.16992708860002484,-0.20769847452544338,-0.7715351440345506,-0.9250621166560519,-0.9243112113157019,-0.9788304643067903,-0.7980602942158965,-1.0069943365928933,-0.41275382699474383,-0.7407604083206012,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,-1.5521835341880752,0.15764552917621685,-0.06688425148748102,0.2769468645998556,0.9321757747447953,0.4231006061308815,0.20343114604425172,-0.2700583836262836,-0.04472450561194584,-0.8272726036833639,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,0.10503506736103695,0.5519882719687552,Pave,Lvl,AllPub,Inside,Sawyer,Norm,1Fam,Hip,CompShg,HdBoard,None,CBlock,GasA,SBrkr,5,Detchd,Y,None,None,WD,Normal
0.3684143031018999,0.8135195507250994,0.2226686415936839,-1.0522486921605334,-0.2162604187752995,2.064919262247169,-0.5072842015265535,1.0323224854325983,2.763366976477152,-0.23004678228549286,1.681709497526173,0.14183632445531488,-0.5831173044773266,1.163183833617252,1.22202437938721,-0.28661682080359996,-0.2931300124474908,-0.8734141361799378,0.2796599012740204,0.88561932696963,0.2682898329182469,0.05714653939919196,1.8792898319080633,-0.10119701650206231,1.62707143675171,1.3856554504222593,-0.20769847452544338,2.249405279086648,2.89876085032863,2.1715745326091795,1.2356288461458511,1.4311626711584597,1.6198300320529118,1.222014638795093,0.42124978359905824,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,0.28991426069523585,-1.3635686845929977,-0.06688425148748102,0.2769468645998556,-1.1263749610066822,-1.1273787873957606,0.20343114604425172,2.20304097889959,1.292831873995576,-0.6326196659696124,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,1.275498788595446,0.12227559560090046,0.0,1.1199644098122579,0.0,Pave,Lvl,AllPub,Inside,NridgHt,Norm,1Fam,Hip,CompShg,WdShing,Stone,PConc,GasA,SBrkr,5,BuiltIn,Y,None,None,New,Partial
0.3684143031018999,-1.7256205520267818,0.35506110467897173,-2.806397140142599,-0.2162604187752995,-0.7725524696579678,0.39123678406568596,-0.5670159496749859,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,0.6900325501266223,0.6489706999489641,-0.28661682080359996,-0.2931300124474908,-0.8779658694959588,-0.31723276197088124,-1.202525111983802,0.2682898329182469,-0.6311112594162738,-0.7850250438866518,-0.10119701650206231,-1.1636389855204623,-1.0458012732222097,-0.20769847452544338,-0.7715351440345506,-1.562365944486832,-0.9243112113157019,-0.9788304643067903,-0.7980602942158965,-1.0069943365928933,-0.5613691420665472,0.3659159649362173,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,1.0267533786485603,0.15764552917621685,-0.06688425148748102,0.2769468645998556,1.0757955935181542,0.5338491342399274,0.20343114604425172,-0.2700583836262836,0.36223499654452324,0.8041043981080767,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,-0.42124156195458085,0.5519882719687552,Pave,Lvl,AllPub,Inside,Sawyer,Norm,1Fam,Hip,CompShg,HdBoard,None,CBlock,GasA,SBrkr,5,Detchd,Y,None,None,WD,Normal
0.3684143031018999,0.9927529697428792,0.061362881972528684,-1.0522486921605334,-0.2162604187752995,0.6461833962946006,-0.5072842015265535,1.1441643340415202,1.039805394353903,-0.23004678228549286,0.5770942807667448,0.14183632445531488,1.2863164261863926,-1.2025725838358963,-0.969192371874742,-0.28661682080359996,-0.2931300124474908,2.1239022524198607,1.0036475802668858,0.88561932696963,0.2682898329182469,0.8524666624748413,-0.7850250438866518,-0.10119701650206231,-0.013360327048504598,0.16992708860002484,-0.20769847452544338,0.7389350675260487,0.3495455390055087,0.6236316606467388,1.2356288461458511,0.31655118847128155,1.6198300320529118,1.705014412778454,0.5240125896871913,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,0.6583338196718981,-0.6029615777083905,-0.06688425148748102,0.2769468645998556,-1.1263749610066822,-1.1273787873957606,0.20343114604425172,-0.2700583836262836,-0.5929893904616333,-0.5213894158474688,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,1.0241185683279432,0.0,Pave,Lvl,AllPub,Inside,CollgCr,Norm,1Fam,Gable,CompShg,VinylSd,Stone,PConc,GasA,SBrkr,5,Attchd,Y,None,None,New,Partial
0.3684143031018999,-1.7256205520267818,0.09534868667258341,-1.0522486921605334,-0.2162604187752995,-0.06318453668168356,-0.5072842015265535,0.6185076455795869,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,0.2168812666359927,0.6401882680801787,-0.28661682080359996,-0.2931300124474908,-0.09279187248234413,0.4566851017801129,-1.202525111983802,0.2682898329182469,0.23813284945807367,-0.7850250438866518,-0.10119701650206231,-0.48967846569410906,-1.0458012732222097,-0.20769847452544338,-0.7715351440345506,-0.9250621166560519,0.6236316606467388,0.12839919091953048,0.31655118847128155,-1.0069943365928933,-0.5613691420665472,-0.7407604083206012,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,-0.4469248572580886,0.15764552917621685,-0.06688425148748102,0.2769468645998556,1.1715421393670602,0.6076814863126246,0.20343114604425172,0.3482164570051847,0.19751329329071432,2.778441337776127,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,-0.346186522953859,1.4474276082159698,Pave,Lvl,AllPub,Corner,NAmes,Norm,1Fam,Hip,CompShg,MetalSd,BrkFace,CBlock,GasA,SBrkr,5,Attchd,Y,GdWo,None,WD,Normal
-2.070137512667819,-0.20213649037565312,-0.5133522930298892,0.7018997558215319,-0.2162604187752995,0.6461833962946006,2.188278755250165,-0.5670159496749859,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,-1.2025725838358963,-0.969192371874742,-0.28661682080359996,-0.2931300124474908,0.6172785248169248,-0.4987970701822582,0.88561932696963,0.2682898329182469,-0.77895923101367,-0.7850250438866518,-0.10119701650206231,-1.2782715666052966,-1.0458012732222097,-0.20769847452544338,-0.7715351440345506,-0.9250621166560519,-0.9243112113157019,-0.9788304643067903,-0.7980602942158965,0.30641784773000924,0.4789380634360763,-0.36132850891826346,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,0.28991426069523585,-0.6029615777083905,-0.06688425148748102,0.2769468645998556,-0.8391353234599643,-0.5736361468505313,0.20343114604425172,-1.5066080648892202,-0.860258428584235,0.21087639745664377,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,0.18669517656045015,-8.178246812748595,0.0,1.1304203197923646,0.0,Pave,Lvl,AllPub,Corner,BrkSide,Norm,1Fam,Gable,CompShg,Wd Sdng,None,BrkTil,GasA,FuseA,5,Detchd,Y,GdPrv,None,WD,Normal
0.3684143031018999,-1.7256205520267818,0.13605556469018626,-1.0522486921605334,-0.2162604187752995,-0.06318453668168356,1.2897577696579254,0.4395606878053118,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,0.6900325501266223,0.2998690331647452,-0.28661682080359996,-0.2931300124474908,-0.306723338335329,-0.1084338075277978,0.88561932696963,0.2682898329182469,-0.39659378722730027,-0.7850250438866518,-0.10119701650206231,-0.9818079948341735,-1.0458012732222097,-0.20769847452544338,-0.7715351440345506,-0.9250621166560519,0.6236316606467388,0.6820140185326908,1.4311626711584597,0.30641784773000924,0.03309211822066622,-0.7407604083206012,-0.06315017346937592,-0.056542086987354565,1.14431217701962,-1.183763975211413,1.6788597429454315,-0.06688425148748102,0.2769468645998556,0.7885559559714365,0.3123520780218357,0.20343114604425172,-0.2700583836262836,0.142606058872778,-0.8272726036833639,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,-1.1627640482058268,1.4474276082159698,Pave,Lvl,AllPub,CulDSac,NAmes,Norm,1Fam,Gable,CompShg,Wd Sdng,BrkFace,CBlock,GasA,SBrkr,5,Attchd,Y,None,Shed,WD,Normal
0.3684143031018999,0.42518047618657634,0.07898984784307946,0.7018997558215319,-0.2162604187752995,-1.4819204026342518,-0.5072842015265535,-0.5670159496749859,-0.6837561877693462,-0.23004678228549286,-3.8413665862709685,-5.076906084179952,-1.5178341698091862,-1.6757238673265258,-0.969192371874742,-1.3337188232137482,-0.2931300124474908,-1.2762425346477924,-2.387065875580578,-1.202525111983802,0.2682898329182469,0.34774427667683305,-0.7850250438866518,-0.10119701650206231,-0.40469224178638713,-1.0458012732222097,4.455931118857386,-0.7715351440345506,-0.28775828882527155,-0.9243112113157019,-0.9788304643067903,-0.7980602942158965,0.30641784773000924,0.20028434767644498,-0.7407604083206012,-0.06315017346937592,-0.056542086987354565,0.7917681379006543,1.3951729376252227,-1.3635686845929977,-0.06688425148748102,0.2769468645998556,0.7406826830469835,0.27543590198548706,0.20343114604425172,-0.2700583836262836,-1.196161509729257,-0.8272726036833639,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,1.1244662599425805,0.5519882719687552,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Duplex,Gable,CompShg,MetalSd,None,Slab,GasA,SBrkr,5,CarPort,Y,None,Shed,WD,Normal
0.3684143031018999,0.2459470571687965,0.4472539405630754,0.7018997558215319,-0.2162604187752995,-0.7725524696579678,-0.5072842015265535,-0.5670159496749859,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,1.163183833617252,0.4491703749340967,-0.28661682080359996,-0.2931300124474908,-0.21113693869888894,0.14121711626284547,0.88561932696963,0.2682898329182469,-0.11619246178396236,-0.7850250438866518,-0.10119701650206231,-0.7644013755353498,0.16992708860002484,-0.20769847452544338,0.7389350675260487,-0.28775828882527155,-0.9243112113157019,-0.9788304643067903,-0.7980602942158965,0.30641784773000924,0.4789380634360763,-0.7407604083206012,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,-0.07850529828142637,0.15764552917621685,-0.06688425148748102,0.2769468645998556,-0.9348818693088703,-1.0166302592867147,0.20343114604425172,0.3482164570051847,0.5576401543260024,0.11818452235485737,2.527819894241186,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,-0.33600653282044896,0.0,Pave,Lvl,AllPub,Inside,SawyerW,RRAe,1Fam,Gable,CompShg,VinylSd,None,PConc,GasA,SBrkr,5,Detchd,Y,None,None,WD,Normal
0.3684143031018999,0.3654360031806497,-0.3307419991191474,0.7018997558215319,-0.2162604187752995,-0.7725524696579678,0.39123678406568596,-0.5670159496749859,-0.6837561877693462,-0.23004678228549286,-0.5275209359926835,0.14183632445531488,-0.5831173044773266,-0.7294213003452666,0.1373940435922157,-0.28661682080359996,-0.2931300124474908,-0.08141253919229174,-0.05169496121174251,-1.202525111983802,0.2682898329182469,0.4573557038955924,-0.7850250438866518,-0.10119701650206231,-0.31970601787866515,0.16992708860002484,-0.20769847452544338,-0.7715351440345506,-0.28775828882527155,-0.9243112113157019,-0.9788304643067903,-0.7980602942158965,-1.0069943365928933,-0.8307344006341908,-0.7407604083206012,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,-0.4469248572580886,0.9182526360608242,-0.06688425148748102,0.2769468645998556,0.9800490476692483,0.7184300144216705,0.20343114604425172,-1.5066080648892202,-0.5772439335329604,-0.8272726036833639,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,-0.9021084354745458,0.12227559560090046,0.0,-1.1569552093279896,1.4474276082159698,Pave,Lvl,AllPub,Inside,NAmes,Norm,1Fam,Hip,CompShg,BrkFace,None,CBlock,GasA,SBrkr,4,Attchd,Y,MnPrv,None,COD,Abnorml
0.3684143031018999,1.2914753347725123,0.5131965466975099,-1.0522486921605334,-0.2162604187752995,1.3555513292708847,-0.5072842015265535,1.5579791738945314,1.039805394353903,-0.23004678228549286,1.681709497526173,0.14183632445531488,1.2863164261863926,-1.2025725838358963,-0.969192371874742,-0.28661682080359996,-0.2931300124474908,1.3592110553283403,0.2410774857791028,0.88561932696963,0.2682898329182469,-0.004031931606627215,2.056599753589673,-0.10119701650206231,1.7298454749656993,1.3856554504222593,-0.20769847452544338,0.7389350675260487,1.6241531946670693,0.6236316606467388,1.2356288461458511,0.31655118847128155,1.6198300320529118,1.7653893845263742,1.1563990886910875,-0.06315017346937592,-0.056542086987354565,-0.08959195989676072,1.7635924966018848,-1.3635686845929977,-0.06688425148748102,0.2769468645998556,-1.1263749610066822,-1.1273787873957606,0.20343114604425172,1.5847661382681215,-0.728642557847123,0.6001822728841466,-0.3955978043681729,-0.3557977647509542,-0.1710747574527511,1.275498788595446,0.12227559560090046,0.0,1.1246937727986306,0.0,Pave,Lvl,AllPub,Corner,NridgHt,Norm,1Fam,Gable,CompShg,VinylSd,BrkFace,PConc,GasA,SBrkr,5,BuiltIn,Y,None,None,New,Partial
